network,country,state,region,location,lat,lon,spread,start,end,cause
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΣΙΑ ,34.957141181082136,33.37965183417238,0.3,2016-09-23 18:00:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΟΡΝΟΣ,34.92555500900606,33.39320312662208,0.03,2016-09-30 15:15:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΑΜΜΟΧΩΣΤΟΣ,ΑΓΙΑ ΝΑΠΑ ,34.98286933595602,34.03652376676358,0.1,2016-10-04 13:31:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΑΜΑΡΓΕΤΗ ,34.7923682177432,32.59123030632264,2.45,2016-10-08 10:00:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΚΑΜΠΟΣ ,35.044881115033505,32.7363322813911,0.0082,2016-10-16 18:36:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΜΑΘΙΑΤΗΣ ,34.97980008445752,33.33427827730481,0.3,2016-10-23 19:55:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΦΟΙΝΙ,34.91581154600324,32.8515847389502,0.0119,2016-10-25 11:30:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΕΛΛΙΑ ,34.994559776176594,33.60691477419063,0.85,2016-10-29 13:20:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΕΓΕΙΑ ,34.899877954224266,32.39495371082966,0.51,2016-11-02 10:40:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΠΑΦΟΣ,ΚΙΟΣ,34.967575346154526,32.53270959723602,1.7975,2016-11-13 10:10:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΑΝΩ ΑΡΧΙΜΑΝΔΡΙΤΑ,34.74371483474451,32.65436342744747,0.2,2016-11-16 12:00:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΣΙΑ ,34.947019644636086,33.37219095779689,0.5,2016-11-24 11:30:00,,Στρατιωτικές δραστηριότητες
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.94370172491652,32.357924266917344,0.56,2016-11-28 15:45:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΠΑΦΟΣ,ΑΓΙΟΣ ΙΩΑΝΝΗΣ,34.87888837696945,32.69072962998108,5.5,2017-03-27 13:20:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΚΥΝΟΥΣΑ ,35.04121608020411,32.497896392133704,0.0232,2017-04-08 13:35:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΟΛΙΣ ΧΡΥΣΟΧΟΥΣ ,35.041800440429675,32.42061772709581,0.003,2017-04-10 13:25:00,,Άγνωστη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.96495911128685,32.34508492964934,1.51,2017-04-23 11:00:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΣΙΑ ,34.943562878515046,33.37024794172249,0.4,2017-04-26 17:40:00,,Στρατιωτικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΓΙΟΣ ΕΠΙΦΑΝΙΟΣ ΟΡΕΙΝΗΣ,34.99660500169098,33.09845988498905,0.6286,2017-04-27 06:55:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΛΥΘΡΟΔΟΝΤΑΣ,34.943199302141046,33.30294098544099,0.072,2017-04-28 09:00:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΚΑΜΠΙΑ ,34.98720000452714,33.22149555302445,0.1,2017-05-01 14:00:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΟΡΝΟΣ,34.931314650581456,33.38269721051553,0.7,2017-05-10 13:00:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΣΙΑ ,34.9447318899294,33.3713154695248,0.3,2017-05-16 11:50:00,,Στρατιωτικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΚΑΛΟΠΑΝΑΓΙΩΤΗΣ,34.991481830679305,32.840852323981,0.0001,2017-05-23 11:10:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΟΡΝΟΣ,34.90437067939133,33.40215437428447,0.1,2017-05-26 12:56:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΣΙΑ ,34.93863505822419,33.410851956378046,0.2,2017-05-26 13:17:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.972650312901784,32.395404989249364,0.22,2017-05-30 17:00:00,,Σκόπιμη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΑΓΙΑ ΑΝΝΑ ,34.94525760825954,33.50549322634149,0.46,2017-05-30 19:00:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΑΛΟ ΧΩΡΙΟ ,34.91729005943512,33.50223448643852,33.0,2017-05-30 10:00:00,,Στρατιωτικές δραστηριότητες
CY__ASOS,CY,,ΑΜΜΟΧΩΣΤΟΣ,ΑΓΙΑ ΝΑΠΑ ,34.99485021066292,34.00575297967783,0.66,2017-05-31 16:30:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΑΣΠΡΟΓΙΑ ,34.92215343582841,32.595207949557256,1.49,2017-06-10 15:45:00,,Σκόπιμη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΟΡΝΟΣ,34.89259306125161,33.3996454422685,0.022,2017-06-10 18:00:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΠΑΦΟΣ,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,34.8882113585293,32.74890475640597,0.015,2017-06-13 11:55:00,,Στρατιωτικές δραστηριότητες
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΚΑΜΙΝΑΡΙΑ ,34.89852554990032,32.77559054992739,0.0002,2017-06-13 12:15:00,,Στρατιωτικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΝΙΚΗΤΑΡΙ,35.05873793061975,32.98591895254664,0.07,2017-06-14 16:20:00,,Άγνωστη
CY__ASOS,CY,,ΠΑΦΟΣ,ΚΑΝΝΑΒΙΟΥ,34.9209617681326,32.58412338507548,3.02,2017-06-24 13:40:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΚΑΛΟ ΧΩΡΙΟ,34.8465198317965,33.01382603701702,0.002,2017-06-24 16:10:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΤΡΟΥΛΛΟΙ ,35.02369081872359,33.61836567886021,0.8,2017-06-24 11:22:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΟΡΝΟΣ,34.8868410119808,33.39930022730899,0.1,2017-06-25 09:10:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΠΑΝΩ ΠΥΡΓΟΣ  ,35.13321134022423,32.66566669871956,1.9,2017-06-29 05:59:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΛΥΘΡΟΔΟΝΤΑΣ,34.962992229810574,33.3137594156707,0.5,2017-07-01 19:15:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΝΑΛΙΟΝΤΑΣ,35.00738871204877,33.278989506028424,2.6,2017-07-02 19:00:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΠΑΝΩ ΠΟΛΕΜΙΔΙΑ ,34.713642759527616,32.98408839967633,0.9592,2017-07-02 11:45:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΛΥΘΡΟΔΟΝΤΑΣ,34.95174956459243,33.30226054341145,0.1,2017-07-04 19:20:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΛΥΘΡΟΔΟΝΤΑΣ,34.95252511537025,33.30940430897656,0.4,2017-07-05 13:34:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΤΣΑΚΙΣΤΡΑ,34.98359164519575,32.73298997308278,0.0008,2017-07-06 07:45:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΚΑΠΕΔΕΣ ,34.98496587540633,33.26121841448698,0.4,2017-07-11 04:40:00,,Κάψιμο σκυβάλων
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΓΛΑΝΤΖΙΑ,35.132134876005736,33.38699321451282,0.00025,2017-07-12 13:15:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΜΑΘΙΑΤΗΣ ,34.96295524430947,33.331088045439685,0.325,2017-07-13 18:02:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΛΥΘΡΟΔΟΝΤΑΣ,34.95226299735399,33.30964427450521,0.1,2017-07-19 12:25:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΛΥΘΡΟΔΟΝΤΑΣ,34.95824663925246,33.30765141053324,0.1,2017-07-19 14:40:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΛΥΘΡΟΔΟΝΤΑΣ,34.9585284243181,33.310314073409046,0.2,2017-07-29 17:25:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΛΥΘΡΟΔΟΝΤΑΣ,34.96137142152706,33.31285505019178,8.7,2017-07-30 15:10:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΜΑΘΙΑΤΗΣ ,34.984842916139264,33.34001812840811,0.7,2017-08-15 19:45:00,,Άγνωστη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΟΡΝΟΣ,34.901474527379435,33.39988548113705,0.049,2017-08-24 09:10:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΕΛΛΙΑ ,34.98973641230799,33.61391364292177,1.3,2017-08-25 13:00:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΚΟΙΛΑΝΙ ,34.85506187653333,32.85315980623567,0.4,2017-08-27 10:40:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΑΝΩ ΑΡΟΔΕΣ ,34.92023384622708,32.37781325039235,0.34,2017-08-27 11:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΟΛΙΣ ΧΡΥΣΟΧΟΥΣ ,35.03087287716305,32.42468525266234,3.61,2017-09-06 16:30:00,,Άγνωστη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΠΥΛΑ ,34.99017254732872,33.69367398574665,0.1,2017-09-06 14:30:00,,Δασικές εργασίες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΓΙΟΣ ΕΠΙΦΑΝΙΟΣ ΟΡΕΙΝΗΣ,34.996024204416884,33.1309830313525,0.0398,2017-09-14 14:10:00,,Άλλη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΓΛΑΝΤΖΙΑ,35.15638650985106,33.382738166153494,0.03107,2017-09-18 14:20:00,,Σκόπιμη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΟΡΝΟΣ,34.91712712865105,33.40586213033817,0.146,2017-09-18 13:00:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΛΑΥΔΙΑ ,34.89376036319831,33.534683728277045,0.3,2017-09-20 11:12:00,,Κάψιμο σκυβάλων
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΛΑΥΔΙΑ ,34.889993438385915,33.527950703400975,0.4,2017-10-13 13:30:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΕΓΕΙΑ ,34.8950779810996,32.39260299899638,0.17,2017-10-15 18:20:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΣΙΑ ,34.94196081061837,33.41135038220512,0.0007,2017-10-22 17:35:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΕΓΕΙΑ ,34.89879770107547,32.39532281909211,1.63,2017-10-24 17:27:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΚΕΛΛΑΚΙ,34.8054737599042,33.15403349177006,3.6333,2017-10-28 12:30:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΛΕΥΓΑ ,35.14917817801524,32.599400502648066,0.0017,2017-10-30 11:55:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.96232264860882,32.342783779270206,20.0,2017-11-08 10:20:00,,Σκόπιμη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΟΔΟΥ ,34.908411442142786,33.173173889354715,0.05,2017-11-15 07:00:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΦΛΑΣΟΥ,35.06912604802693,32.884716038200075,0.2,2018-03-20 09:30:00,,Άγνωστη
CY__ASOS,CY,,ΠΑΦΟΣ,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,34.86835346013805,32.77116478574483,0.31,2018-04-13 11:55:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΚΑΠΕΔΕΣ ,34.967415860449535,33.24933202300533,0.1,2018-04-15 18:00:00,,Άγνωστη
CY__ASOS,CY,,ΑΜΜΟΧΩΣΤΟΣ,ΦΡΕΝΑΡΟΣ ,35.0322835833917,33.91525567672318,0.2,2018-04-16 14:05:00,,Άγνωστη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.942520873742936,32.36486533903992,0.483,2018-04-18 14:45:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΜΑΘΙΑΤΗΣ ,34.97509013006505,33.34497344210034,0.3,2018-04-20 14:40:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΣΙΑ ,34.94479741878336,33.37052727306027,0.0261,2018-04-24 12:15:00,,Στρατιωτικές δραστηριότητες
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΟΡΝΟΣ,34.92880755305122,33.38277316137863,0.0815,2018-04-25 11:10:00,,Στρατιωτικές δραστηριότητες
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΛΑΡΝΑΚΑ ,34.90799885377072,33.61833987467406,0.15,2018-04-26 06:15:00,,Σκόπιμη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΠΑΝΩ ΛΕΥΚΑΡΑ,34.89723528037713,33.34424265440166,0.072,2018-04-26 09:15:00,,Στρατιωτικές δραστηριότητες
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΠΑΝΩ ΛΕΥΚΑΡΑ,34.87583927794307,33.30256235533889,2.7,2018-05-01 14:20:00,,Κάψιμο σκυβάλων
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΜΑΘΙΑΤΗΣ ,34.98016260237935,33.34649568505282,0.7,2018-05-02 02:45:00,,Άγνωστη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΑΓΙΑ ΑΝΝΑ ,34.932689408636364,33.50282105908922,6.223,2018-05-03 13:00:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΠΡΟΔΡΟΜΟΣ,34.945577139041056,32.85053454121506,0.0016,2018-05-13 16:20:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΓΛΑΝΤΖΙΑ,35.15711141269585,33.378744968387025,0.001,2018-05-13 11:53:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΓΛΑΝΤΖΙΑ,35.14361533178758,33.403097138916266,0.0003,2018-05-13 13:04:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΚΟΤΣΙΑΤΗΣ ,35.0089383514488,33.352327055365954,3.2,2018-05-16 16:40:00,,Άγνωστη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΛΑΥΔΙΑ ,34.8907499188938,33.53641526588605,2.4,2018-05-17 11:20:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΑΓΙΟΣ ΕΠΙΦΑΝΙΟΣ ΟΡΕΙΝΗΣ,34.9999051831957,33.11883603516269,0.2,2018-05-18 14:00:00,,Δραστηριότητες σε κατοικίες
CY__ASOS,CY,,ΑΜΜΟΧΩΣΤΟΣ,ΑΓΙΑ ΝΑΠΑ ,34.98330915505318,34.03675938321545,3.3,2018-05-22 13:25:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΕΥΡΥΧΟΥ ,35.06014296993248,32.91534777713107,0.0001,2018-05-29 15:10:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΚΑΜΠΟΣ ,35.06215760653163,32.77638295904221,0.0005,2018-05-29 14:15:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΑΝΩ ΑΡΧΙΜΑΝΔΡΙΤΑ,34.734270870156735,32.65671852164898,0.2,2018-05-30 13:00:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΕΓΕΙΑ ,34.89527059685191,32.3986977047077,0.172,2018-05-31 18:05:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΑΝΩ ΠΑΝΑΓΙΑ,34.980897915643176,32.64893252806653,0.001,2018-06-01 16:00:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΑΛΕΘΡΙΚΟ ,34.858944089932,33.51370552429975,0.5,2018-06-02 11:10:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΦΡΟΔΙΣΙΑ,35.05856219008984,32.68077600790471,0.9,2018-06-03 18:00:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΜΥΛΙΚΟΥΡΙ ,34.95386362100199,32.68510345628843,0.001,2018-06-04 07:10:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΑΜΜΟΧΩΣΤΟΣ,ΣΩΤΗΡΑ ,35.008574072454095,33.94747500031484,0.04,2018-06-09 14:00:00,,Άγνωστη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΕΓΕΙΑ ,34.90329697358044,32.38803288837798,2.4,2018-06-09 12:30:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΔΙΕΡΩΝΑ ,34.7937703980763,33.100765166078794,0.0077,2018-06-12 17:30:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.96772840757625,32.35538171230767,1.5699999999999998,2018-06-13 14:45:00,,Σκόπιμη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΟΡΜΙΔΕΙΑ ,34.977392028700315,33.802484481011554,0.07,2018-06-13 10:45:00,,Σκόπιμη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΠΑΝΩ ΛΕΥΚΑΡΑ,34.84536021257608,33.361833723273946,0.0131,2018-06-17 18:00:00,,Ράλλι
CY__ASOS,CY,,ΠΑΦΟΣ,ΑΜΑΡΓΕΤΗ ,34.79610560623762,32.59514722353399,2.37,2018-06-20 10:50:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΠΑΝΩ ΠΥΡΓΟΣ  ,35.13001841118825,32.671958040501984,31.0,2018-06-21 18:14:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΛΕΜΕΣΟΣ ,34.7129133152682,32.99704049015264,0.14,2018-06-24 19:00:00,,Άγνωστη
CY__ASOS,CY,,ΑΜΜΟΧΩΣΤΟΣ,ΣΩΤΗΡΑ ,35.00395881743238,33.943816366536105,1.7,2018-06-29 21:22:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΠΑΝΩ ΠΟΛΕΜΙΔΙΑ ,34.70779929672991,32.98501772106498,30.0,2018-06-30 13:05:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΠΥΡΓΑ,34.93264299211077,33.44539007240288,0.29,2018-07-04 16:00:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΣΙΑ ,34.96851627744035,33.411603578498124,0.019,2018-07-04 16:25:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΑΨΙΟΥ ,34.794912051192426,33.00735689994704,7.6,2018-07-05 09:45:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΒΙΚΛΑ ,34.827668740778165,33.19621047962243,1.1,2018-07-05 13:30:00,,Άλλη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΜΑΘΙΑΤΗΣ ,34.98188302418249,33.33430865481499,0.1,2018-07-06 00:20:00,,Άγνωστη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.95736767346233,32.343622891565325,20.0,2018-07-13 14:20:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΠΕΔΟΥΛΑΣ ,34.965854731063054,32.828008871479774,0.01,2018-07-19 16:25:00,,Άγνωστη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΟΡΝΟΣ,34.89509367911503,33.39880386907034,0.0008,2018-07-19 19:40:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.96057575627152,32.31707962544084,0.008,2018-07-20 01:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΕΓΕΙΑ ,34.929672156200574,32.32329212120785,0.003,2018-07-20 06:10:00,,Σκόπιμη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΟΡΝΟΣ,34.92501908516675,33.40536450338415,0.0038,2018-07-27 19:20:00,,Σκόπιμη
CY__ASOS,CY,,ΑΜΜΟΧΩΣΤΟΣ,ΑΓΙΑ ΝΑΠΑ ,34.97869961355476,34.027433135131155,0.01,2018-07-28 18:21:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΠΗΓΕΝΙΑ,35.16996404755437,32.66849228569004,19.1,2018-07-28 13:19:00,,Σκόπιμη
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΠΥΡΓΑ,34.90750714597525,33.4107296780358,0.025,2018-08-02 14:00:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΟΛΙΣ ΧΡΥΣΟΧΟΥΣ ,35.04291179025638,32.422978156824,1.9,2018-08-05 00:35:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΠΑΡΕΚΚΛΗΣΙΑ ,34.78418030159072,33.16294562528653,5.8,2018-08-06 13:30:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΚΑΛΟΠΑΝΑΓΙΩΤΗΣ,34.98849562418416,32.82663571490642,0.21,2018-08-10 16:00:00,,Βραχυκύκλωμα καλωδίων
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΚΑΛΟ ΧΩΡΙΟ ,34.91771009535343,33.48766577015588,25.82,2018-08-13 12:00:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΜΥΛΙΚΟΥΡΙ ,34.962728967232486,32.74736320270472,8.28,2018-08-15 13:12:00,,Δραστηριότητες σε κατοικίες
CY__ASOS,CY,,ΛΑΡΝΑΚΑ,ΜΟΣΦΙΛΩΤΗ ,34.94927741041272,33.43871178391805,0.22,2018-08-20 15:45:00,,Δραστηριότητες σε κατοικίες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΠΑΝΩ ΠΥΡΓΟΣ  ,35.14811820805491,32.68645384723911,16.6,2018-08-22 20:05:00,,Σκόπιμη
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΛΥΘΡΟΔΟΝΤΑΣ,34.928019792723845,33.26980801365175,0.135,2018-08-24 13:03:00,,Άγνωστη
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΜΟΝΑΓΡΟΥΛΛΙ ,34.761122054191965,33.21510962677028,4.8,2018-08-30 13:45:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΜΕΣΟΣ,ΠΡΑΣΤΙΟ ΚΕΛΛΑΚΙΟΥ,34.795104016579856,33.11222302077715,0.006,2018-09-08 17:30:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΓΙΑΛΙΑ ,35.0829375728463,32.550437826678255,0.7259,2018-09-09 15:20:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΚΑΛΟΠΑΝΑΓΙΩΤΗΣ,35.03951652729779,32.82071711561403,0.009,2018-09-09 13:00:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΛΑΖΑΝΙΑΣ,34.96296368750154,33.20987411215662,0.0015,2018-09-09 13:50:00,,Φυσική (κεραυνός)
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΕΓΕΙΑ ,34.8963339285573,32.37180977218369,8.4,2018-09-16 14:38:00,,Ταξιδιώτες / Εκδρομείς
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΚΑΜΠΙΑ ,34.97673649642404,33.23753920654497,65.3,2018-09-20 09:50:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΙΝΕΙΑ ,34.96043184559504,32.391792556953604,0.32,2018-09-24 16:20:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΔΡΟΥΣΕΙΑ,34.973503333579345,32.38927489716058,0.48,2018-10-03 13:00:00,,Σκόπιμη
CY__ASOS,CY,,ΠΑΦΟΣ,ΠΑΝΩ ΠΑΝΑΓΙΑ,34.90045871947463,32.63553869886103,0.01,2018-10-06 10:50:00,,Γεωργικές δραστηριότητες
CY__ASOS,CY,,ΛΕΥΚΩΣΙΑ,ΚΑΛΟΠΑΝΑΓΙΩΤΗΣ,34.98674908333617,32.85645318935589,0.02,2018-10-09 16:30:00,,Φυσική (κεραυνός)
