valid,tmpf,dwpf,relh,sknt,skyc1,skyl1,feel
2018-01-01,6,3,5,13,0,1,3
2018-01-02,10,6,8,13,0,2,1
2018-01-03,1,2,0,1,4,8,13
2018-01-04,5,2,11,10,4,0,13
2018-01-05,12,3,7,12,0,5,13
2018-01-06,6,6,4,8,0,1,3
2018-01-07,1,0,10,13,7,10,9
2018-01-08,10,7,10,8,4,10,13
2018-01-09,11,0,10,13,2,10,9
2018-01-10,10,0,10,8,7,4,1
2018-01-11,10,0,10,8,2,10,1
2018-01-12,10,11,10,8,12,4,1
2018-01-13,5,0,10,10,5,10,13
2018-01-14,5,2,6,3,5,5,6
2018-01-15,6,6,6,14,2,4,13
2018-01-16,10,9,6,13,8,11,1
2018-01-17,4,6,1,10,0,7,5
2018-01-18,10,12,12,3,4,12,1
2018-01-19,1,8,14,1,0,8,13
2018-01-20,4,0,9,10,0,2,5
2018-01-21,4,0,9,12,8,6,1
2018-01-22,5,2,11,7,8,8,13
2018-01-23,5,3,8,10,8,4,6
2018-01-24,7,12,1,2,8,0,7
2018-01-25,7,8,1,3,1,2,7
2018-01-26,12,14,1,4,1,8,6
2018-01-27,5,3,8,11,8,1,6
2018-01-28,12,3,8,4,1,2,3
2018-01-29,6,3,0,8,0,2,3
2018-01-30,6,3,4,8,0,2,3
2018-01-31,6,6,0,8,0,8,3
2018-02-01,1,6,4,13,0,4,3
2018-02-02,11,0,6,0,8,5,9
2018-02-03,4,11,9,11,5,4,5
2018-02-04,4,9,9,4,0,11,5
2018-02-05,10,2,6,7,1,11,13
2018-02-06,1,2,8,13,0,1,13
2018-02-07,11,0,9,8,5,8,9
2018-02-08,4,9,3,14,4,5,5
2018-02-09,10,6,8,8,1,1,1
2018-02-10,11,0,6,10,1,0,9
2018-02-11,10,2,6,10,1,11,1
2018-02-12,10,3,8,8,1,12,13
2018-02-13,11,6,8,10,0,2,9
2018-02-14,10,2,11,6,7,8,13
2018-02-15,12,6,10,8,0,0,3
2018-02-16,5,6,6,11,13,5,13
2018-02-17,10,6,8,12,12,2,13
2018-02-18,6,6,4,13,0,2,3
2018-02-19,5,9,6,14,4,0,13
2018-02-20,5,6,10,12,0,0,13
2018-02-21,1,0,10,8,1,10,13
2018-02-22,10,0,4,13,8,10,1
2018-02-23,1,0,10,14,3,5,13
2018-02-24,10,9,0,12,10,6,1
2018-02-25,5,9,6,13,12,12,13
2018-02-26,10,9,4,12,8,5,1
2018-02-27,11,6,0,5,8,2,9
2018-02-28,10,2,5,6,1,5,1
2018-03-01,6,3,8,13,8,4,3
2018-03-02,11,0,9,1,1,5,5
2018-03-03,9,9,5,14,8,1,14
2018-03-04,9,0,8,13,0,2,5
2018-03-05,9,7,10,1,7,10,5
2018-03-06,14,0,1,10,4,5,2
2018-03-07,14,9,2,6,0,1,2
2018-03-08,4,2,2,4,1,3,5
2018-03-09,10,3,7,8,13,6,1
2018-03-10,11,6,5,8,6,13,9
2018-03-11,11,6,0,13,6,13,9
2018-03-12,11,7,4,14,12,14,14
2018-03-13,9,9,11,10,1,5,14
2018-03-14,9,2,2,10,1,6,5
2018-03-15,4,2,1,6,1,14,5
2018-03-16,9,6,8,1,0,1,5
2018-03-17,8,11,11,1,0,1,14
2018-03-18,9,9,8,1,0,1,5
2018-03-19,4,0,8,7,0,2,5
2018-03-20,9,6,1,12,1,6,5
2018-03-21,11,0,9,7,1,14,9
2018-03-22,9,7,4,1,0,4,5
2018-03-23,4,2,1,4,8,2,5
2018-03-24,10,6,5,1,9,8,1
2018-03-25,9,6,1,14,8,2,14
2018-03-26,4,9,1,6,0,2,5
2018-03-27,9,6,1,1,0,11,14
2018-03-28,10,9,8,14,8,4,1
2018-03-29,1,2,0,12,0,5,13
2018-03-30,11,6,5,1,0,4,9
2018-03-31,9,0,9,14,1,8,14
2018-04-01,9,9,13,4,0,2,14
2018-04-02,9,6,7,13,1,8,1
2018-04-03,11,2,5,13,0,1,9
2018-04-04,11,3,13,8,0,1,9
2018-04-05,9,6,13,13,0,1,14
2018-04-06,9,0,9,1,0,8,5
2018-04-07,4,9,2,14,1,8,5
2018-04-08,14,2,14,11,0,1,2
2018-04-09,9,6,7,12,0,4,5
2018-04-10,11,6,5,13,0,5,9
2018-04-11,9,0,8,8,0,9,14
2018-04-12,9,0,0,13,0,9,14
2018-04-13,8,0,0,13,0,9,14
2018-04-14,8,0,5,1,9,9,4
2018-04-15,14,7,6,1,9,9,2
2018-04-16,9,11,8,1,9,9,5
2018-04-17,9,7,0,13,0,12,14
2018-04-18,8,9,11,1,0,1,14
2018-04-19,14,6,14,4,0,1,2
2018-04-20,8,0,13,0,0,1,4
2018-04-21,9,2,13,4,8,11,14
2018-04-22,8,3,13,13,0,9,14
2018-04-23,9,6,5,13,0,9,14
2018-04-24,0,6,3,8,0,9,4
2018-04-25,0,9,13,8,0,9,4
2018-04-26,0,0,3,13,0,1,4
2018-04-27,0,0,13,1,0,8,4
2018-04-28,0,0,7,7,0,1,4
2018-04-29,8,7,8,1,0,11,4
2018-04-30,0,7,11,7,1,9,10
2018-05-01,0,11,13,1,0,1,10
2018-05-02,0,7,7,13,0,1,4
2018-05-03,0,1,0,1,0,1,4
2018-05-04,0,1,5,13,0,11,10
2018-05-05,0,5,0,1,1,4,10
2018-05-06,14,1,4,13,0,4,2
2018-05-07,8,5,4,1,4,8,2
2018-05-08,8,1,0,8,1,4,4
2018-05-09,0,1,0,1,0,5,4
2018-05-10,8,11,0,13,1,8,4
2018-05-11,8,7,4,1,0,9,4
2018-05-12,14,9,13,7,8,1,2
2018-05-13,8,7,5,13,0,1,4
2018-05-14,0,5,11,1,0,1,10
2018-05-15,0,1,0,1,0,3,10
2018-05-16,0,13,0,13,0,12,4
2018-05-17,2,5,3,13,8,5,10
2018-05-18,2,7,13,13,1,3,10
2018-05-19,0,1,7,13,0,1,10
2018-05-20,0,13,4,7,1,8,10
2018-05-21,2,5,1,11,0,1,11
2018-05-22,2,7,1,7,0,1,10
2018-05-23,8,1,8,1,1,1,4
2018-05-24,0,1,6,8,14,1,4
2018-05-25,2,5,2,0,8,1,11
2018-05-26,2,1,13,9,1,8,11
2018-05-27,2,1,1,3,8,1,11
2018-05-28,2,9,2,11,1,1,11
2018-05-29,2,0,14,11,0,11,11
2018-05-30,2,11,2,7,0,12,11
2018-05-31,2,9,12,4,0,5,11
2018-06-01,13,6,12,7,0,1,8
2018-06-02,13,0,14,4,0,2,11
2018-06-03,2,7,7,13,1,8,11
2018-06-04,13,11,2,13,0,1,8
2018-06-05,13,7,2,1,0,1,8
2018-06-06,13,1,7,1,0,1,8
2018-06-07,13,10,5,13,0,11,8
2018-06-08,13,1,3,13,0,1,8
2018-06-09,13,5,2,1,0,1,8
2018-06-10,13,10,7,13,13,6,8
2018-06-11,13,5,2,0,12,7,0
2018-06-12,13,9,12,7,0,14,11
2018-06-13,13,7,2,13,0,1,8
2018-06-14,3,1,2,1,0,1,0
2018-06-15,13,10,7,7,0,4,11
2018-06-16,2,4,4,13,3,5,11
2018-06-17,0,4,4,8,4,12,10
2018-06-18,0,4,0,13,1,8,10
2018-06-19,13,5,3,7,8,8,8
2018-06-20,13,11,12,4,3,6,0
2018-06-21,13,1,7,7,4,14,11
2018-06-22,13,13,3,1,0,1,8
2018-06-23,2,10,8,13,8,8,11
2018-06-24,2,13,6,7,3,2,10
2018-06-25,2,1,1,0,1,2,11
2018-06-26,2,10,6,10,3,0,10
2018-06-27,2,4,8,12,2,8,11
2018-06-28,2,5,1,14,0,8,11
2018-06-29,2,11,2,7,0,1,11
2018-06-30,13,1,13,1,0,8,11
2018-07-01,13,10,5,13,0,4,8
2018-07-02,13,13,3,1,0,5,8
2018-07-03,13,1,13,1,0,1,8
2018-07-04,3,13,13,1,0,1,12
2018-07-05,13,13,13,7,1,1,12
2018-07-06,3,4,7,13,0,1,12
2018-07-07,13,13,3,1,0,1,8
2018-07-08,13,4,8,1,8,8,8
2018-07-09,2,4,0,13,14,4,8
2018-07-10,2,4,6,13,8,8,11
2018-07-11,13,13,5,13,8,1,11
2018-07-12,13,13,5,7,0,1,8
2018-07-13,3,1,13,7,0,11,12
2018-07-14,13,13,1,7,1,9,0
2018-07-15,13,1,14,1,1,3,0
2018-07-16,3,5,2,13,0,4,8
2018-07-17,3,1,2,7,0,5,12
2018-07-18,3,13,7,1,1,11,0
2018-07-19,3,1,14,12,3,13,0
2018-07-20,13,10,7,1,8,14,0
2018-07-21,3,13,3,13,0,11,8
2018-07-22,3,5,2,1,0,9,12
2018-07-23,3,7,12,7,1,12,12
2018-07-24,13,4,8,1,8,5,0
2018-07-25,13,4,0,13,3,8,8
2018-07-26,2,4,4,8,2,8,11
2018-07-27,13,4,0,13,0,11,8
2018-07-28,13,4,6,13,1,12,8
2018-07-29,13,4,6,13,1,11,8
2018-07-30,13,4,11,1,14,9,8
2018-07-31,13,4,8,1,1,2,0
2018-08-01,13,4,0,1,8,8,8
2018-08-02,3,4,11,0,1,8,12
2018-08-03,3,13,13,11,0,1,0
2018-08-04,3,13,2,11,0,4,0
2018-08-05,3,5,2,4,0,0,0
2018-08-06,3,11,12,4,0,5,0
2018-08-07,3,7,12,7,1,1,0
2018-08-08,3,1,14,0,0,1,12
2018-08-09,3,13,2,9,0,1,0
2018-08-10,13,10,1,9,0,11,0
2018-08-11,13,13,13,9,0,7,0
2018-08-12,13,5,2,11,0,12,0
2018-08-13,13,5,2,4,0,1,0
2018-08-14,13,5,2,7,0,1,11
2018-08-15,13,1,13,7,0,11,8
2018-08-16,13,1,13,1,1,12,8
2018-08-17,13,10,13,13,0,8,8
2018-08-18,3,5,12,7,0,1,12
2018-08-19,3,1,14,9,0,1,0
2018-08-20,3,5,2,3,0,1,0
2018-08-21,13,5,2,4,0,1,0
2018-08-22,13,1,14,4,0,1,0
2018-08-23,13,5,2,7,0,1,0
2018-08-24,13,10,7,7,0,1,0
2018-08-25,13,4,0,13,0,1,8
2018-08-26,13,4,5,13,0,8,8
2018-08-27,13,4,8,7,1,4,0
2018-08-28,13,13,1,10,0,0,0
2018-08-29,3,5,2,3,0,1,0
2018-08-30,3,11,12,4,0,4,0
2018-08-31,3,7,12,7,0,5,0
2018-09-01,3,11,12,7,0,1,0
2018-09-02,3,0,12,7,0,1,12
2018-09-03,3,1,14,1,0,1,0
2018-09-04,13,13,5,13,0,1,8
2018-09-05,13,10,7,13,1,1,11
2018-09-06,2,10,5,13,0,1,8
2018-09-07,13,4,8,13,1,11,11
2018-09-08,2,4,8,8,3,8,11
2018-09-09,2,13,0,1,0,8,11
2018-09-10,2,1,5,1,1,1,10
2018-09-11,2,1,5,1,1,1,10
2018-09-12,2,1,13,0,0,8,10
2018-09-13,2,5,8,6,8,1,11
2018-09-14,0,10,5,8,1,11,10
2018-09-15,2,5,5,13,1,9,10
2018-09-16,2,5,3,10,1,2,8
2018-09-17,13,1,1,11,0,8,0
2018-09-18,2,5,2,9,0,1,11
2018-09-19,2,5,1,11,0,1,11
2018-09-20,2,5,2,11,1,11,11
2018-09-21,2,5,1,4,0,9,11
2018-09-22,0,1,8,1,0,1,10
2018-09-23,0,5,5,1,0,1,10
2018-09-24,0,1,5,1,0,1,10
2018-09-25,14,11,11,5,8,4,2
2018-09-26,14,6,14,2,3,5,2
2018-09-27,14,7,1,2,4,4,2
2018-09-28,14,1,9,9,0,0,2
2018-09-29,14,10,9,4,8,10,2
2018-09-30,14,13,10,6,14,10,2
2018-10-01,14,5,9,13,8,0,2
2018-10-02,0,1,8,13,0,0,10
2018-10-03,0,10,4,13,8,5,10
2018-10-04,0,13,6,7,4,8,10
2018-10-05,14,11,13,11,0,1,2
2018-10-06,14,7,1,4,0,1,2
2018-10-07,8,7,8,12,0,1,2
2018-10-08,8,7,6,1,0,8,4
2018-10-09,14,11,1,4,8,1,2
2018-10-10,14,11,1,9,0,1,2
2018-10-11,14,7,7,11,0,4,2
2018-10-12,14,1,6,10,3,0,2
2018-10-13,14,5,6,11,4,0,2
2018-10-14,14,1,9,11,8,0,2
2018-10-15,14,5,9,6,1,5,2
2018-10-16,14,11,6,12,8,8,2
2018-10-17,14,7,8,7,0,1,2
2018-10-18,14,1,9,12,1,8,2
2018-10-19,8,1,4,1,0,1,14
2018-10-20,8,1,4,14,0,5,4
2018-10-21,14,5,6,14,0,1,2
2018-10-22,14,1,9,11,1,2,2
2018-10-23,14,5,9,10,3,8,2
2018-10-24,14,5,4,6,4,1,2
2018-10-25,4,2,13,7,1,1,1
2018-10-26,11,6,5,8,0,1,9
2018-10-27,8,7,8,13,0,8,4
2018-10-28,14,5,4,1,4,2,2
2018-10-29,8,1,4,13,1,8,4
2018-10-30,8,10,10,1,3,4,2
2018-10-31,14,13,10,8,4,0,2
2018-11-01,8,13,4,1,1,10,2
2018-11-02,8,5,6,14,0,2,4
2018-11-03,8,7,6,0,0,8,14
2018-11-04,4,0,8,4,4,8,5
2018-11-05,9,7,6,0,0,1,14
2018-11-06,14,11,6,11,0,1,2
2018-11-07,4,11,8,4,5,1,5
2018-11-08,9,0,4,14,2,11,14
2018-11-09,4,0,6,0,4,12,5
2018-11-10,4,0,8,12,0,8,5
2018-11-11,11,0,4,1,1,1,9
2018-11-12,9,0,6,7,1,1,5
2018-11-13,4,9,1,5,3,11,5
2018-11-14,4,6,8,0,7,2,5
2018-11-15,4,9,1,10,4,4,5
2018-11-16,10,2,1,11,5,5,1
2018-11-17,10,0,9,11,7,4,1
2018-11-18,4,7,10,6,5,0,5
2018-11-19,4,5,10,8,3,10,5
2018-11-20,9,1,10,8,4,10,14
2018-11-21,8,5,11,13,4,5,2
2018-11-22,4,0,9,14,3,4,5
2018-11-23,10,9,6,12,5,0,1
2018-11-24,10,6,8,12,4,8,13
2018-11-25,11,7,10,10,8,4,9
2018-11-26,14,1,9,3,1,0,2
2018-11-27,14,5,10,4,3,8,2
2018-11-28,9,11,4,10,2,8,5
2018-11-29,5,2,9,2,3,10,6
2018-11-30,5,2,6,3,4,10,6
2018-12-01,5,3,8,8,5,5,13
2018-12-02,5,2,9,12,6,11,13
2018-12-03,12,3,9,13,4,9,3
2018-12-04,6,6,6,13,3,11,9
2018-12-05,10,6,8,12,7,12,1
2018-12-06,5,2,9,6,3,0,6
2018-12-07,12,14,8,6,1,2,6
2018-12-08,6,3,4,13,0,8,3
2018-12-09,9,9,11,14,0,1,5
2018-12-10,10,2,1,12,8,1,1
2018-12-11,12,3,8,8,1,1,3
2018-12-12,12,14,8,8,0,11,6
2018-12-13,7,6,10,13,10,12,6
2018-12-14,11,0,10,8,2,0,9
2018-12-15,9,0,4,13,8,5,5
2018-12-16,10,0,10,12,8,5,1
2018-12-17,5,6,4,8,12,1,13
2018-12-18,5,9,10,10,1,10,13
2018-12-19,5,2,9,6,1,10,6
2018-12-20,12,2,9,13,8,5,6
2018-12-21,12,2,4,8,0,4,3
2018-12-22,11,6,6,13,0,5,9
2018-12-23,1,2,8,8,0,1,13
2018-12-24,11,6,6,14,0,2,9
2018-12-25,10,2,9,10,8,4,6
2018-12-26,7,14,11,6,3,11,7
2018-12-27,5,3,1,14,4,12,6
2018-12-28,12,14,8,13,14,5,6
2018-12-29,6,3,11,1,3,1,3
2018-12-30,5,3,8,12,4,12,13
2018-12-31,5,6,9,10,8,10,6
2019-01-01,5,2,6,2,0,10,6
2019-01-02,12,14,8,6,4,8,6
2019-01-03,7,14,6,13,12,0,7
2019-01-04,7,3,9,13,5,8,6
2019-01-05,7,12,11,14,0,1,7
2019-01-06,7,8,2,14,0,1,7
2019-01-07,7,8,8,6,3,4,7
2019-01-08,7,12,4,12,4,5,7
2019-01-09,6,3,4,0,8,4,3
2019-01-10,4,9,6,9,8,5,5
2019-01-11,10,6,9,12,8,4,1
2019-01-12,5,2,6,14,13,5,6
2019-01-13,5,3,8,12,7,1,6
2019-01-14,5,2,4,13,2,11,13
2019-01-15,12,12,5,9,4,2,7
2019-01-16,7,8,7,6,0,5,7
2019-01-17,6,3,5,8,0,1,3
2019-01-18,1,3,0,13,0,8,13
2019-01-19,6,6,4,13,3,9,3
2019-01-20,1,6,4,1,4,4,13
2019-01-21,1,6,10,8,8,4,3
2019-01-22,11,0,10,10,0,0,9
2019-01-23,4,9,4,0,1,0,1
2019-01-24,10,9,6,10,1,4,9
2019-01-25,10,9,9,11,1,10,1
2019-01-26,10,2,9,6,8,5,1
2019-01-27,12,2,4,8,1,1,13
2019-01-28,11,6,6,10,5,2,9
2019-01-29,4,9,8,11,4,4,5
2019-01-30,10,6,9,12,8,5,1
2019-01-31,5,2,11,0,0,12,13
2019-02-01,10,2,8,6,0,1,1
2019-02-02,11,0,4,1,1,4,9
2019-02-03,9,7,4,1,0,2,5
2019-02-04,4,7,10,14,0,10,5
2019-02-05,4,11,10,9,1,10,5
2019-02-06,5,9,10,14,0,10,13
2019-02-07,5,2,6,3,3,10,6
2019-02-08,5,2,6,6,3,5,6
2019-02-09,12,3,9,13,0,8,6
2019-02-10,6,3,4,8,0,8,3
2019-02-11,11,0,6,10,0,1,9
